qid,question
5679,"Tôi có căn hộ chung cư cho người thuê ở ngắn ngày, có phải xin cấp Giấy chứng nhận đủ điều kiện về an ninh, trật tự không?"
5680,Thực hiện gửi hồ sơ đề nghị hủy mã ngân hàng và nhận kết quả bằng hình thức nào?
5681,"Tôi muốn công chứng hợp đồng thế chấp để vay vốn ngân hàng, tôi đã tự soạn thảo sẵn hợp đồng, hỏi tôi cần chuẩn bị thêm các giấy tờ gì?"
5682,"Việc xử lý người tố cáo là cán bộ, công chức, viên chức áp dụng khi nào?"
5683,Mức phạt khi điều khiển xe ô tô không giảm tốc độ và nhường đường khi điều khiển xe chạy từ đường nhánh ra đường chính được quy định như thế nào?
5684,"Thanh tra việc thực hiện quy định sử dụng thông tin về khoáng sản của tổ chức, cá nhân hoạt động khoáng sản được quy định như thế nào?"
5685,Tôi đi công chứng hợp đồng mua bán xe ô tô tại Phòng công chứng. Nay tôi muốn Phòng công chứng cấp thêm một số bản sao hợp đồng mua bán xe ô tô được không?
5686,"Doanh nghiệp của chúng tôi là một doanh nghiệp sản xuất vật liệu xây dựng, chúng tôi đã được UBND tỉnh đóng trên địa bàn phê duyệt báo cáo đánh giá tác động môi trường từ năm 1996. Trong báo cáo đánh giá tác động môi trường được phê duyệt có yêu cầu giám sát môi trường rất nhiều vị trí trong và ngoài nhà máy, trong đó có một số vị trí hiện nay chúng tôi không còn hoạt động nên không phát sinh chất thải và gây ô nhiễm môi trường. Do chi phí cho mỗi đợt giám sát môi trường của đơn vị rất lớn nên chúng tôi muốn cắt giảm những vị trí giám sát môi trường không thích hợp và các vị trí ngoài nhà máy được không?"
5687,"Đề nghị cho biết  Hồ sơ đăng ký lưu hành thuốc thú y dạng dược phẩm, hoá chất, chế phẩm sinh học được miễn khảo nghiệm gồm những loại giấy tờ gì?"
5688,Quy định về thời gian thông báo kết quả xét nghiệm HIV dương tính
5689,Công ty TNHH có thể chuyển đổi thành công ty cổ phần được không? Phương thức chuyển đổi được quy định như thế nào?
5690,Có bắt buộc phải thêm cụm từ: “Thực phẩm này không phải là thuốc và không có tác dụng thay thế thuốc chữa bệnh” không?
5691,Tiêu chuẩn của thành viên Hội đồng tư vấn chuyên môn đánh giá nguyên nhân tai biến nặng trong quá trình sử dụng vắc xin cấp tỉnh được quy định như thế nào?
5692,Thông tin giá thị trường của các yếu tố đầu vào để xác định chỉ số giá xây dựng phải thỏa mãn yêu cầu gì?
5693,"Thời gian, hồ sơ đề nghị khen thưởng Huy chương, Kỷ niệm chương được quy định như thế nào?"
5694,"Thời hạn cấp sửa đổi, bổ sung/ cấp lại Giấy chứng nhận lưu hành tự do (CFS) đối với hàng hóa xuất khẩu là bao lâu?"
5695,"Trình, chuyển giao văn bản điện tử đến trong Hệ thống được quy định như thế nào?"
5696,"Theo quy định pháp luật, vườn động vật là gì?"
5697,"Các thành phần hồ sơ đăng ký khoản vay nước ngoài có cần sao y có công chứng, chứng thực không?"
5698,"Cơ quan nào có trách nhiệm hướng dẫn, kiểm tra, đôn đốc đối với trường hợp có nhiều người cùng khiếu nại, tố cáo, kiến nghị, phản ánh về một nội dung? Khi có nhiều người cùng khiếu nại, tố cáo, kiến nghị, phản ánh về một nội dung tại trụ sở tiếp công dân Trung ương thì trách nhiệm phối hợp xử lý của người đứng đầu được quy định như thế nào?"
5699,Hình thức xử lý kỷ luận khiển trách áp dụng đối với người giải quyết tố cáo khi nào?
5700,Mức trợ cấp tuất một lần đối với thân nhân của người đang hưởng lương hưu bị chết được quy định như thế nào?
5701,Thời hạn tối đa cấp Giấy phép vận tải thủy qua biên giới Việt Nam - Campuchia đối với tàu dầu?
5702,"Đề nghị quý cơ quan cho biết hồ sơ đăng ký kiểm dịch nhập khẩu động vật, sản phẩm động vật trên cạn?"
5703,Hộ kinh doanh KH có nhu cầu tạm ngừng hoạt động kinh doanh trong thời hạn 01 năm thì phải thực hiện thủ tục gì?
5704,Thế nào là ký gửi chứng khoán?
5705,Hồ sơ đề nghị phê duyệt kết quả thử tương đương sinh học của thuốc được quy định thế nào?
5706,"Điều kiện thành lập của văn phòng đại diện tại Việt Nam của nhà xuất bản nước ngoài, của tổ chức phát hành xuất bản phẩm nước ngoài?"
5707,Tổ chức trong nước phải đáp ứng điều kiện nào để được cấp giấy phép hoạt động đo đạc và bản đồ?
5708,Hồ sơ đề nghị xét tặng danh hiệu “Chiến sĩ thi đua ngành Ngân hàng” gồm giấy tờ gì?
5709,Tổ chức quan trắc môi trường không thông báo khi có thay đổi về địa chỉ trụ sở thì bị xử lý như thế nào?
5710,Cơ quan Nhà nước có thẩm quyền nào sẽ cấp lại văn bản XNTB mới cho doanh nghiệp trong trường hợp văn bản XNTB bị mất hoặc hư hỏng không sử dụng được?
5711,Quy định về trách nhiệm quản lý nhà nước của Bộ Công an trong phòng chống tác hại của rượu bia được quy định như thế nào?
5712,Mức phạt đối với hành vi làm sai lệch phiếu kết quả kiểm nghiệm an toàn thực phẩm được quy định như thế nào?
5713,Phạt bao nhiêu khi chạy xe máy bị bắn tốc độ 18km/h?
5714,"Điều kiện chuyển hạ sĩ quan, chiến sĩ nghĩa vụ công an sang chế độ phục vụ chuyên nghiệp được quy định như thế nào?"
5715,Độ tuổi gọi nhập ngũ được quy định như thế nào?
5716,Xử phạt thế nào nếu chế biến thủy sản có xuất xứ từ cơ sở nuôi cấm thu hoạch?
5717,"Sau khi nộp đơn đăng ký nhãn hiệu cho một dịch vụ, nếu tôi mở rộng ngành nghề sản xuất kinh doanh thì có thể bổ sung thêm danh mục vào đơn đã nộp được không?"
5718,"Các trường hợp được cơ quan đại diện VN ở nước ngoài giảm thu phí, lệ phí ngoại giao được quy định như thế nào?"
5719,Chánh án Tòa án nhân cấp cao có thẩm quyền giải quyết các khiếu nại nào?
5720,Công ty tôi có ký hợp đồng lao động trên 03 tháng với người lao động trên 60 tuổi thì có phải đóng bảo hiểm thất nghiệp cho người lao động đó không?
5721,Công ty chứng khoán được cung cấp các dịch vụ nào khi được cấp phép thực hiện nghiệp vụ môi giới chứng khoán?
5722,"Trách nhiệm của tổ chức, cá nhân sử dụng sản phẩm, dịch vụ mật mã dân sự là gì?"
5723,Việc sử dụng đất dành cho đường bộ được quy định như thế nào?
5724,Đề nghị Cục Đăng kiểm Việt Nam cho biết trường hợp lô hàng nhập khẩu gồm có 200 xe đạp điện và phải thử nghiệm mẫu thì phải thử nghiệm bao nhiêu mẫu. Nếu trong các mẫu thử nghiệm có 1 mẫu không đạt thì kết luận của Cục Đăng kiểm Việt Nam cho lô hàng này như thế nào?
5725,"Chi nhánh của tổ chức hòa giải thương mại nước ngoài tại Việt Nam muốn thay đổi tên gọi, Trưởng chi nhánh trong Giấy đăng ký hoạt động thì cần thực hiện thủ tục gì?"
5726,Khoản 2 Điều 28 Nghị định 36/2016/NĐ-CP không thấy quy định cung cấp đường link data với những giấy chứng nhận đạt tiêu chuẩn chất lượng: bản sao có xác nhận của cơ sở đề nghị cấp số lưu hành. Vậy nếu nộp hồ sơ xin cấp mới số lưu hành thì chủ cơ sở đề nghị cấp số lưu hành nộp bản sao đóng dấu xác nhận thì đã hợp lệ chưa?
5727,Những tiêu chí nào để xác định doanh nghiệp nông nghiệp ứng dụng CNC?
5728,Điều tra hiện trạng một khu mỏ là gì?
5729,"Thời gian lưu giữ hồ sơ ghi chép theo dõi tình hình sử dụng hóa chất nguy hiểm để thí nghiệm, nghiên cứu khoa học được quy định như thế nào?"
5730,Xử phạt khi tiến hành công chứng nhưng không đúng thời hạn quy định pháp luật được quy định như thế nào?
5731,Điều kiện để được cấp chứng chỉ hành nghề bồi dưỡng chỉ huy trưởng thi công về PCCC là gì?
5732,"Thời hạn sử dụng của Giấy chứng nhận đủ điều kiện về an ninh, trật tự được quy định như thế nào?"
5733,"Điều kiện về nhà xưởng, trang thiết bị của cơ sở sản xuất thức ăn, sản phẩm xử lý môi trường nuôi trồng thủy sản được quy định như thế nào?"
5734,Thời điểm hưởng lương hưu đối với người đang bảo lưu thời gian đóng bảo hiểm xã hội kể từ khi nào?
5735,Vi phạm quy định về đặt tên giống thủy sản được quy định như thế nào?
5736,"Tôi có GPLX ô tô quá hạn 06 tháng có được cấp lại GPLX hay sát hạch lại, nếu sát hạch thì phải sát hạch nội dung gì?"
5737,Thành phần hồ sơ đề nghị công nhận bảo vật quốc gia đối với bảo tàng quốc gia được quy định như thế nào?
5738,Thời hạn giải quyết hồ sơ đề nghị sửa đổi giấy phép thành lập Văn phòng đại diện của tổ chức xúc tiến thương mại nước ngoài tại Việt Nam?
5739,Thủ tướng Chính phủ có trách nhiệm gì trong quản lý đầu tư xây dựng và kinh doanh sân gôn được quy định như thế nào?
5740,"Công ty của chúng tôi muốn được cấp Giấy chứng nhận đủ điều kiện sản xuất chai LPG mini thì cần thực hiện những thủ tục, trình tự như thế nào?"
5741,"Bộ trưởng, Thủ trưởng cơ quan ngang bộ là ai?"
5742,Hồ sơ đăng ký cơ sở pha chế xăng dầu bao gồm những tài liệu gì?
5743,"Hiện nay, thủ tục hồ sơ để hưởng chế độ thờ cúng liệt sĩ được quy định như thế nào, gồm những giấy tờ gì?"
5744,"Hồ sơ thu hồi Giấy phép của Văn phòng đại diện của tổ chức tín dụng nước ngoài, tổ chức nước ngoài khác có hoạt động ngân hàng theo Quy định tại Thông tư số 24/2017/TT-NHNN ngày  29/12/2017 gồm những gì và có gì khác so với hồ sơ thu hồi Giấy phép Văn phòng đại diện theo quy định tại Thông tư số 34/2011/TT-NHNN ngày 28/10/2011 (đã hết hiệu lực từ ngày 26/2/2018)"
5745,"Mức phạt khi treo băng rôn, biểu ngữ trái phép gây ảnh hưởng đến trật tự an toàn giao thông đường bộ"
5746,"Khi cơ quan có thẩm quyền tiếp nhận hồ sơ chuyển nhượng quyền khai thác khoáng sản, thời gian giải quyết là bao nhiêu lâu?"
5747,Hoạt động khắc phục hậu quả bom mìn vật nổ sau chiến tranh là gì?
5748,Kế hoạch an ninh cảng thủy nội địa tiếp nhận phương tiện thủy nước ngoài được quy định như thế nào?
5749,"Tôi là Đinh Văn M, có bác ruột là Đinh Văn B, nhập ngũ 02/1966, tham gia kháng chiến chống Mỹ cứu nước và hy sinh cuối năm 1969, hiện nay phần mộ có trong nghĩa trang liệt sĩ tỉnh Tây Ninh từ trước năm 1985 nhưng chưa được xác nhận là liệt sĩ. Vậy, trường hợp như bác tôi có được xác nhận liệt sĩ hay không? Thủ tục hồ sơ gồm giấy tờ gì?"
5750,Cơ quan có thẩm quyền quyết định việc công nhận hòa giải viên?
5751,"Hiện Công ty chúng tôi đang sử dụng bộ đàm, công suất < 5W, đã đăng ký sử dụng 03 năm đến Tháng 8/2021, dải tần VHF.Nay chúng tôi muốn đổi sang sử dụng tần số UHF, thì với các thiết bị bộ đàm <5W thì chi phí sử dụng sẽ là bao nhiêu, và lệ phí đã đăng ký dải tần VHF cũ đến 2021 kia thì có được hoàn lại không?"
5752,Phá dỡ thiết bị công trình biên giới bị phạt thế nào?
5753,Các trường hợp cơ sở KCB bị đình chỉ hoạt động chuyên môn trong quân đội được quy định như thế nào?
5754,Thời hạn công chứng là bao lâu?
5755,"Vi phạm quy định về nhận biết, phân loại khách hàng theo mức độ rủi ro bị phạt thế nào?"
5756,Khu vực và công việc nào người lao động không được đến làm việc ở nước ngoài?
5757,Khi nào tôi cần thực hiện thủ tục công bố lại hoạt động cảng thủy nội địa?
5758,"Trường hợp thành viên công ty TNHH hai thành viên trở lên phản đối quyết định tăng vốn điều lệ của công ty theo hình thức tăng vốn góp của các thành viên thì thành viên đó có phải góp thêm vốn không? Nếu không phải góp thêm thì phần vốn không góp này được xử lý như thế nào? Hồ sơ, trình tự, thủ tục đăng ký thay đổi nội dung đăng ký doanh nghiệp như thế nào?"
5759,"Thay đổi logo công ty trên nhãn, tờ HDSD có phải nộp hồ sơ thay đổi, bổ sung hay không?"
5760,Hàng hóa thuộc diện kiểm dịch y tế là gì?
5761,"Trình tự, hồ sơ xin cấp lại Giấy phép thành lập Văn phòng đại diện nhà xuất bản nước ngoài tại Việt Nam?"
5762,Nội dung thu thập tài liệu nguyên thủy đối với đá magma được quy định như thế nào?
5763,"Thủ tục trả lại tiền, tài sản cho người được thì hành án đang chấp hành hình phạt tù được quy định như thế nào?"
5764,"Tôi có cần phải có giấy ủy quyền để đề nghị chứng nhận lãnh sự, hợp pháp hóa lãnh sự giấy tờ của bạn tôi không?"
5765,Hồ sơ đề nghị điều chỉnh Giấy chứng nhận đăng ký lập quỹ đóng do tăng vốn được quy định như thế nào?
5766,Những hạn chế đối với ngân hàng giám sát trong hoạt động chứng khoán được quy định như thế nào?
5767,Cách tính mức trợ cấp tai nạn lao động đối với người lao động đã hưởng trợ cấp tai nạn lao động một lần từ ngày 01 tháng 01 năm 2007 được giám định lại mức suy giảm khả năng lao động sau khi thương tật tái phát được quy định như thế nào?
5768,Hồ sơ khoanh nợ tiền thuế đối với người nộp thuế được pháp luật coi là mất tích gồm những giấy tờ gì?
5769,"Thủ tục cấp lại giấy phép sử dụng vũ khí quân dụng đối với cơ quan, tổ chức ở trung ương ngoài phạm vi quản lý của Bộ Quốc phòng thực hiện như thế nào?"
5770,"Người nộp hồ sơ thủ tục hành chính (TTHC) tại Bộ phận một cửa (BPMC), đã nhận được phiếu hẹn trả kết quả TTHC. Trường hợp nội dung hồ sơ không hợp lệ, Bên giải quyết TTHC sẽ thông báo cho người nộp hồ sơ bằng văn bản hay bằng hình thức nào?"
5771,Việc sử dụng tài sản công của cơ quan để quyên góp từ thiện có trái quy định của pháp luật không?
5772,"Tôi muốn cấp mã số AEP, hồ sơ đăng ký như thế nào?"
5773,"Bằng khen cho các cá nhân theo chuyên để, bằng khen cho các cá nhân do các Bộ, ban ngành khác ngoài Bộ Y tế trao tặng có được tính là một trong các tiêu chuẩn để xét tặng danh hiệu Thầy thuốc nhân dân – Thầy thuốc ưu tú hay không? "
5774,"Thẩm quyền xác định các đề tài, dự án sản xuất thử nghiệm cấp Bộ Y tế được quy định như thế nào?"
5775,"Cơ quan tiếp nhận hồ sơ, thẩm định phương án ứng phó với tình huống khẩn cấp và trình tự thẩm định cấp xã?"
5776,"Sau khi hoàn thành thủ tục biên phòng điện tử, người làm thủ tục cho tàu, thuyền quá cảnh phải nộp và xuất trình các loại giấy tờ gì?"
5777,Việc tổ chức lại quỹ tín dụng nhân dân cần đáp ứng những điều kiện gì?
5778,"Diện tích làm việc của giáo sư, phó giáo sư, giảng viên chính, giảng viên được xác định là bao nhiêu?"
5779,"Tôi đang làm tại một doanh nghiệp, ký hợp đồng lao động có thời hạn 01 tháng thì có phải tham gia bảo hiểm xã hội bắt buộc không?"
5780,Tôi có thể đến đâu để làm thủ tục công bố lại hoạt động cảng thủy nội địa?
5781,Thu lãi nợ quá hạn không đúng quy định thì bị phạt bao nhiêu tiền?
5782,Doanh nghiệp có thể nộp hồ sơ xin cấp giấy chứng nhận đăng ký hoạt động bán hàng đa cấp theo phương thức nào?
5783,"Hồ sơ đăng ký mẫu séc trắng của Ngân hàng thương mại, ngân hàng chính sách, chi nhánh ngân hàng nước ngoài theo quy định của Thống đốc Ngân hàng Nhà nước gồm những giấy tờ gì?"
5784,"Xin cho biết sau khi lập Hồ sơ lập phương án ứng phó với tình huống khẩn cấp, tổ chức, cá nhân khai thác công trình thủy lợi cần gửi Hồ sơ đến cơ quan nào để thẩm định?"
5785,"Mức phạt khi phá dỡ trái phép cấu kiện, phụ kiện của công trình đường bộ"
5786,Công chứng viên mà không tham gia bồi dưỡng nghiệp vụ hằng năm sẽ bị xử phạt bao nhiêu?
5787,"Trong thời hạn bao lâu kể từ ngày nộp hồ sơ đăng ký chào bán chứng khoán ra công chúng, chúng tôi nhận được phản hồi từ UBCKNN?"
5788,Xử lý vi phạm quy định về xuất khẩu giống thủy sản được quy định như thế nào?
5789,Anh A lập Giấy ủy quyền cho em trai đi đăng ký lại khai sinh. Anh A có bắt buộc phải đến UBND phường nơi mình cư trú để yêu cầu chứng thực chữ ký của mình không?
5790,Thời gian thẩm định Hồ sơ thiết kế BVTC của cơ quan chuyên môn về xây dựng là bao lâu?
5791,"Mức phạt hành vi phá dỡ trái phép dải phân cách, gương cầu, các công trình, thiết bị an toàn giao thông trên đường bộ"
5792,"Thời điểm xác định hoàn thành thủ tục biên phòng theo cách thức thủ công đối với tàu thuyền tàu thuyền nhập cảnh, xuất cảnh, quá cảnh, chuyển cảng được quy định như thế nào?"
5793,"Doanh nghiệp kinh doanh tạm nhập, tái xuất hàng hóa có thuế tiêu thụ đặc biệt cần phải đáp ứng những điều kiện gì?"
5794,Việc vận chuyển vũ khí thể thao thực hiện như thế nào?
5795,Được phép chuyển nhượng văn phòng thừa phát lại không?
5796,Đơn vị tôi có tổ chức bán đấu giá 01 tài sản nhưng qua 03 lần đấu giá không có ai tham gia thì xử lý như thế nào?
5797,"Văn phòng Ủy ban nhân dân cấp tỉnh có nhiệm vụ gì trong việc bảo đảm các điều kiện vật chất, kỹ thuật?"
5798,Mức trợ cấp bệnh nghề nghiệp một lần đối với người bị bệnh nghề nghiệp lần đầu quy định như thế nào?
5799,"Các bộ, ngành, địa phương muốn thực hiện TTHC đề nghị công nhận ngày truyền thống của mình thì phải gửi hồ sơ đến cơ quan nào?"
5800,Thực hiện giám định đối với di vật cổ vật khó di chuyển được quy định như thế nào?
5801,Trình tự thực hiện thủ tục chấp thuận dự kiến nhân sự bổ nhiệm Tổng Giám đốc (Giám đốc) của chi nhánh ngân hàng nước ngoài như thế nào
5802,Giải thưởng do đơn vị của tôi tổ chức không theo định kỳ trao giải hàng năm (phụ thuộc vào tình hình kinh phí hàng năm). Vậy đơn vị của tôi mỗi lần xét thưởng đều phải thực hiện đăng ký theo quy định tại Thông tư số 06/2009/TT-BKHCN?
5803,"Khi thực hiện thủ tục biên phòng theo cách thức thủ công đối với tàu thuyền, thuyền viên, hành khách đi trên tàu chở khách du lịch quốc tế, các doanh nghiệp lữ hành quốc tế đón khách phải nộp cho Biên phòng cửa khẩu cảng các loại giấy tờ gì?"
5804,"Doanh nghiệp kinh doanh trò chơi điện tử có thưởng điều chỉnh Giấy phép thu, chi ngoại tệ và các hoạt động ngoại hối khác trong các trường hợp nào?"
5805,01 lần rút ngắn thời gian thử thách được bao nhiêu ngày?
5806,Hồ sơ đề nghị đánh giá cấp Giấy chứng nhận Lao động hàng hải cho tàu biển bao gồm những tài liệu gì?
5807,"Doanh nghiệp/Tổ chức tín dụng đã được cấp phép không còn nhu cầu kinh doanh mua, bán vàng miếng cần nộp những hồ sơ gì để tự nguyện chấm dứt hoạt động kinh doanh mua, bán vàng miếng?"
5808,Việc mua thuốc bằng nguồn quỹ bảo hiểm y tế để phục vụ nhu cầu khám chữa bệnh tại các cơ sở y tế công lập theo quy định nào?
5809,"Người đang bị tạm giữ, tạm giam sẽ được bầu cử HĐND cấp nào?"
5810,"Việc báo tin, xử lý tin báo và lập hồ sơ vụ việc về sự cố giao thông đường sắt được quy định như thế nào?"
5811,Giáo viên dạy thực hành không ngồi bên cạnh để bảo trợ tay lái cho học viên thực hành lái xe bị phạt bao nhiêu tiền?
5812,Chạy ô tô quá tốc độ 17km/giờ có bị giam bằng lái hay không?
5813,"Việc cấp giấy phép cho các hoạt động cắt xẻ đê để xây dựng công trình trong phạm vi bảo vệ đê điều; khoan, đào trong phạm vi bảo vệ đê điều; xây dựng cống qua đê; xây dựng công trình đặc biệt trong phạm vi bảo vệ đê điều, bãi sông, lòng sông phải căn cứ các quy chuẩn kỹ thuật nào?"
5814,Thủ tục để được cấp giấy phép in gia công xuất bản phẩm cho nước ngoài bao gồm những giấy tờ gì?
5815,"Hồ sơ đề nghị xác nhận hàng hóa sử dụng trực tiếp cho phát triển hoạt động ươm tạo công nghệ, ươm tạo doanh nghiệp khoa học  và công nghệ gồm những giấy tờ nào ?"
5816,Những trường hợp nào cơ quan thi hành án không thụ lý thi hành?
5817,Thời hạn cấp lại văn bản XNTB khi bị mất hoặc hư hỏng không sử dụng được là bao lâu?
5818,Kiểm soát viên chính thị trường là ai?
5819,Bố mẹ vợ tôi bị thiệt hại tài sản do thiên tai (lũ) bị cuốn trôi nhà cửa. Bố mẹ vợ tôi có được trợ cấp khó khăn đột xuất không?
5820,Thẩm quyền quyết định đầu tư ra nước ngoài?
5821,Thủ tục cấp chứng chỉ hành nghề đo đạc và bản đồ được quy định như thế nào?
5822,"Hồ sơ đề nghị chấp thuận thay đổi nội dung, phạm vi hoạt động của tổ chức tài chính vi mô gồm những gì?"
5823,Đề nghị quý cơ quan cho biết hồ sơ  và trình tự miễn giảm dịch vụ môi trường rừng (đối với bên sử dụng DVMTR trong phạm vi năm trên địa giới hành chính từ hai tỉnh trở lên) gồm những hồ sơ gì?
5824,Thanh toán giá trị chuyển nhượng dự án đầu tư giữa các nhà đầu tư trong hợp đồng BCC được quy định như thế nào?
5825,"Tôi muốn đi du lịch nước ngoài, vậy tôi được mang theo mình tối đa bao nhiêu tiền thì không phải khai báo Hải quan cửa khẩu?"
5826,Chạy xe phân khối không có bằng lái bị phạt bao nhiêu?
5827,"Thực hiện thông tư số 15/2011/TT-BYT ngày 19/4/2011 của Bộ Y tế về quy định về tổ chức và hoạt động của cơ sở bán lẻ thuốc trong bệnh viện, Sở Y tế đã triển khai cho các cơ sở khám bệnh trong tỉnh. Tuy nhiên, trong thời gian qua các cơ sở khám chữa bệnh (nhất là các bệnh viện tuyến tỉnh) gặp khó khăn trong việc thực hiện Thông tư số 15/2011/TT-BYT như sau:- Không tự tổ chức cơ sở bán lẻ thuốc (nhà thuốc bệnh viện) vì bệnh viện là đơn vị sự nghiệp công lập nên không xin được Giấy chứng nhận đăng ký kinh doanh cho nhà thuốc bệnh viện.- Lúng túng trong việc đảm bảo và quản lý sử dụng nguồn kinh phí hoạt động của nhà thuốc bệnh viện.Từ thực tế khó khăn trên, ngày 03/4/2019, Sở Y tế đã có công văn số 1083/SYT-NV báo cáo UBND tỉnh và đề nghị UBND tỉnh chỉ đạo Sở Kế hoạch và Đầu tư chủ trì, phối hợp UBND huyện, thị xã, thành phố hướng dẫn cho các bệnh viện công lập thực hiện thủ tục để dược cấp Giấy chứng nhận đăng ký kinh doanh cho nhà thuốc bệnh viện. Tuy nhiên Sở kế hoạch và đầu tư cho ý kiến: Không có quy định việc cấp giấy chứng nhận đăng ký doanh nghiệp đối với cơ sở bán lẻ thuốc trong khuôn viên bệnh viện không hoạt động theo loại hình doanh nghiệp đối với cơ sở bán lẻ thuốc trong khuôn viên bệnh viện không hoạt động theo loại hình doanh nghiệp và Phòng Tài chính – Kế hoạch tuyến huyện chỉ thực hiện việc cấp Gi ấy chứng nhận đăng ký hộ kinh doanh và Giấy chứng nhận đăng ký hợp tác xã không thực hiện cấp Giấy đăng ký kinh doanh cho đối tượng khác. Do đó, hiện nay trên địa bàn tỉnh, các bệnh viện công lập không tự tổ chức cơ sở bán lẻ thuốc trong khuôn viên bệnh viện. Sở Y tế kính báo cáo và rất mong nhận được sự hướng dẫn của Bộ Y tế để các bệnh viện công lập tổ chức cơ sở bán lẻ thuốc trong khuôn viên bệnh viện đúng quy định./."
5828,"Cơ quan, tổ chức, cá nhân có thẩm quyền xử lý như thế nào khi người tố cáo rút đơn?"
5829,Chạy xe máy một bánh gây tai nạn giao thông xử phạt như thế nào?
5830,Khuyến mại trên 100 triệu tại các chi nhánh thì cần thông báo với Sở công thương tại trụ sở của công ty hay tại Sở Công thương tại các tỉnh ?
5831,Mức phạt khi quay đầu xe ô tô không đúng quy định gây tai nạn giao thông
5832,Mục tiêu giáo dục theo Luật giáo dục 2019 được quy định như thế nào?
5833,Ban bầu cử đại biểu Quốc hội có được thành lập ở thôn không?
5834,"Trình tự, thủ tục cấp Giấy chứng nhận thành viên lưu ký của Tổng công ty lưu ký và bù trừ chứng khoán Việt Nam được quy định như thế nào?"
5835,Tổ chức nhận ủy thác là ngân hàng thương mại khi có nhu cầu cấp giấy chứng nhận đăng ký hoạt động nhận ủy thác đầu tư gián tiếp ra nước ngoài có thể nộp hồ sơ bằng cách nào?
5836,"Kế toán CTCP có được kiêm làm thủ quỹ, thủ kho không?"
5837,"Bộ trưởng, thủ trưởng cơ quang ngang Bộ giải quyết tố cáo trong trường hợp nào?"
5838,"Hồ sơ đề nghị mua bán, chuyển nhượng phần vốn góp giữa các thành viên góp vốn hiện tại của tổ chức tài chính vi mô là công ty trách nhiệm hữu hạn hai thành viên trở lên gồm những gì?"
5839,Không dịch chứng từ kế toán bằng tiếng nước ngoài ra tiếng Việt phạt bao nhiêu?
5840,Xử phạt công chứng viên không thực hiện đúng các nghĩa vụ của người hướng dẫn tập sự được quy định như thế nào?
5841,"Các loại báo cáo về công tác thanh tra, giải quyết khiếu nại, tố cáo và phòng, chống tham nhũng được quy định như thế nào?"
5842,"Trình tự đăng ký, đăng ký lại nuôi trồng đối tượng thủy sản nuôi chủ lực được quy định như thế nào?"
5843,Người làm chứng dưới 18 tuổi có được không ?
5844,Nơi mở tài khoản của Kho bạc Nhà nước đối với Sở Giao dịch KBNN được quy định như thế nào?
5845,Trốn tránh thực hiện NVQS được hiểu như thế nào?
5846,"Thủ tục cấp giấy xác nhận đăng ký công cụ hỗ trợ đối với cơ quan, tổ chức ở địa phương ngoài phạm vi quản lý của Bộ Quốc phòng thực hiện như thế nào?"
5847,Đại lý bảo hiểm gồm các hoạt động nào?
5848,Vật liệu phóng xạ dạng đặc biệt là gì?
5849,Tôi có GPLX hạng B1 muốn có GPLX hạng B2 có được đổi không hay phải học nâng hạng?
5850,Trường hợp người không công tác tại Tòa án nhưng vẫn được bổ nhiệm làm Thẩm phán Tòa án nhân dân tối cao được quy định như thế nào?
5851,"Sau khi nhận được hộ chiếu, tôi phát hiện thông tin về nhân thân bị sai. Tôi có thể đổi lại quyển hộ chiếu khác không ? Việc đổi lại có mất thêm chi phí  không ?"
5852,Giấy chứng nhận đăng ký hoạt động lưu ký chứng khoán được cấp trong bao lâu?
5853,"Kiểm tra, thi, xét công nhận tốt nghiệp đối với đào tạo từ xa trình độ trung cấp được quy định như thế nào?"
5854,"Việc quản lý cơ sở dữ liệu về sự cố, tai nạn giao thông đường sắt được quy định như thế nào?"
5855,Tôi muốn chuyển nhượng đơn đăng ký thiết kế bố trí thì tôi cần nộp những tài liệu gì?
5856,Mức phạt hành vi không thực hiện đúng quy trình để thời gian đi qua trạm thu phí của một xe ô tô bất kỳ lớn hơn 10 phút đến 20 phút
5857,"Đăng ký danh hiệu thi đua, ký giao ước thi đua ngành TN&MT được quy định như thế nào?"
5858,Mức hưởng trợ cấp bảo hiểm thất nghiệp được tính như thế nào?
5859,Thời hạn giải quyết thủ tục đăng ký khoản vay nước ngoài/khoản phát hành trái phiếu quốc tế được Chính phủ bảo lãnh mất bao nhiêu ngày?
5860,"Hồ sơ, trình tự, thủ tục Quốc hội quyết định chủ trương đầu tư ra nước ngoài?"
5861,"Doanh nghiệp thực hiện công bố hợp chuẩn bên thứ nhất, theo quy định thì không được sử dụng dấu hợp chuẩn. Vậy doanh nghiệp thể hiện như thế nào lên sản phẩm của mình để người tiêu dùng biết sản phẩm đó đã thực hiện công bố hợp chuẩn"
5862,Các chế độ chính sách dành cho công nhân công an thôi việc?
5863,Thủ tục khai thác thông tin trong Cơ sở dữ liệu căn cước công dân được quy định như thế nào?
5864,"Điều kiện của người lao động làm công việc vận hành, thí nghiệm, xây lắp, sửa chữa đường dây điện được quy định như thế nào?"
